AICTE ID,NAME,PROGRAMME,UNIVERSITY,LEVEL OF COURSE,COURSE,INTAKE,ADDRESS,ZONE,CITY,DISTRICT,STATE,INSTITUTE TYPE,,
1-36232374542,SHIVDAN SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"10TH K.M. STONE ALIGARH MATHURA ROAD, ALIGARH",,ALIGARH,ALIGARH,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36232802251,SHERWOOD COLLEGE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,SECTOR-25 INDIRA NAGAR,,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36233048489,INSTITUTE OF MANAGEMENT RESEARCH AND TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,180,"HERS EDUCATIONAL CAMPUS, VIPUL KHAND-6, GOMTI NAGAR LUCKNOW.",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36233312317,JP INSTITUTE OF ENGINEERING & TECHNILOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,45,"SALARPUR, JALALPUR MAWANA ROAD, MEERUT PIN-250001",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36234199958,MODERN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"NH-58, DELHI-MEERUT ROAD, DUHAI, GHAZIABAD",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36234797066,BANSAL INSTITUTE OF ENGINEERING AND TECNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"NH-24, BEHIND SEWA HOSPITAL, SITAPUR ROAD, LUCKNOW",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36235072551,RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,45,"RAJARSHI NAGAR, MUNSHIGANJ",,SULTANPUR,SULTANPUR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36235434687,DR. VIRENDRA SWARUP INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"PLOT NO. 337, K-BLOCK, KIDWAI NAGAR,KANPUR-208011",,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36235570602,HARLAL INSTITUTE OF MANAGEMENT & TECHNOLOGY (HIMT),MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,90,"8, INSTITUTIONAL AREA, KNOWLEDGE PARK-I",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36235874279,BABU BANRASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT(MGMT.),MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"SECTOR-I, DR. AKHILESH DAS NAGAR, FAIZABAD ROAD,",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36236238364,ITM SCHOOL OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,240,"N.H-24,MAMPUR BANA,BAKSHI KATALAB,SITAPUR ROAD,LUCKNOW",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36236369236,SHRI SIDDHI VINAYAK INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,180,"DOHNA PEETAMRAI,NANITAL ROAD",,BAREILLY,BAREILLY,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36236604013,INSTITUTE OF TECHNOLOGY AND MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"AL-1 SECTOR-7, GIDA GORAKHPUR",,GORAKHPUR,GORAKHPUR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36236743181,"SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING & TECHNOLOGY, BAREILLY",MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"RAM MURTI PURAM VILL: GHANGHORA GHANGHORI 13 KM, BAREILLY-NAINITAL ROAD BAREILLY (U.P.)",,BAREILLY,BAREILLY,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36236779822,LANDMARK TECHNICAL CAMPUS,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,240,VILLAGE DIDAULI DELHI MORADABAD ROAD,,JYOTIBA PHULE NAGAR,JYOTIBA PHULE NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36237474318,NTPC SCHOOL OF BUSINESS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"PMI, PLOT NO 5-14, SECTOR-16A, NOIDA",,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,GOVT AIDED,,
1-36237474318,NTPC SCHOOL OF BUSINESS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(ENERGY MANAGEMENT),60,"PMI, PLOT NO 5-14, SECTOR-16A, NOIDA",,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,GOVT AIDED,,
1-36238046944,KRISHNA INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"11 KM, MILE STONE BANA, MAWANA ROAD, MEERUT",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36238799293,LDC INSTITUTE OF TECNICAL STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,ALLAHABAD PRATAPGARH ROAD VILL: ABDALPUR TEH: SORAON,,ALLAHABAD,ALLAHABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239225670,DEV RISHI INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,90,"# 223 KHAND 2 V.P.O SALHAPUR NAKUR DISTT.- SAHARANPUR,(UP) 247001",,SAHARANPUR,SAHARANPUR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239291675,MAHARANA PRATAP ENGINEERING COLLEGE,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"430, INDRAPURI, SHARDA NAGAR, KANPUR U.P.",,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239476174,"JAIPURIA INSTITUTE OF MANAGEMENT, NOIDA",MANAGEMENT,DIRECTORATE OF TECHNICAL EDUCATION,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,20,PLOT NO A-32A INSTITUTIONAL AREA SECTOR-62 NOIDA,,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239476174,"JAIPURIA INSTITUTE OF MANAGEMENT, NOIDA",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,240,PLOT NO A-32A INSTITUTIONAL AREA SECTOR-62 NOIDA,,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239476174,"JAIPURIA INSTITUTE OF MANAGEMENT, NOIDA",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,500,PLOT NO A-32A INSTITUTIONAL AREA SECTOR-62 NOIDA,,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239476174,"JAIPURIA INSTITUTE OF MANAGEMENT, NOIDA",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),120,PLOT NO A-32A INSTITUTIONAL AREA SECTOR-62 NOIDA,,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239476174,"JAIPURIA INSTITUTE OF MANAGEMENT, NOIDA",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(SERVICE MANAGEMENT),60,PLOT NO A-32A INSTITUTIONAL AREA SECTOR-62 NOIDA,,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36239648670,RAMESH CHAND INSTITUTE OF MANAGEMENT(RCIM),MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"VILLAGE MIRPUR, POST MANDAULA, DISTT. GHAZIABAD",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36240162756,ACCURATE INSTITUTE OF ADVANCED MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,240,"PLOT NO. 49, KNOWLEDGE PARK-III, GREATER NOIDA, UP",,GREATER NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36240612137,RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"VILLAGE-LABHERA TEHSIL-NAWABGANJ,BAREILLY",,BAREILLY,BAREILLY,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36240888710,AJAY KUMAR GARG INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"AJAY KUMAR GARG INSTITUTE OF MANAGEMENT 27 KM STONE, NH 24, DELHI-HAPUR BYPASS ROAD, P.O. ADHYATMIK NAGAR, GHAZIABAD-201009",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36241297219,MAHARANA INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"KALYANPUR- BITHOOR ROAD, BAIKUNTHPUR, KANPUR",,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36241599735,"IILM ACADEMY OF HIGHER LEARNING, LUCKNOW",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,120,"1, VIRAJ KHAND, GOMTI NAGAR",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36241599735,"IILM ACADEMY OF HIGHER LEARNING, LUCKNOW",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(FINANCIAL MANAGEMENT),60,"1, VIRAJ KHAND, GOMTI NAGAR",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36242077899,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"PLOT NO-3, KNOWLEDGE PARK-II, GREATER NOIDA, DIST. GAUTAM BUDH NAGAR, U.P. 201306",,GREATER NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36242320708,IILM UNIVERSITY GREATER NOIDA UTTAR PRADESH,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,240,"PLOT NO. 17-18, KNOWLEDGE PARK-II GREATER NOIDA-201306",,GREATER NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36242421618,GNIT COLLEGE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"PLOT NO. 6-C, KNOWLEDGE PARK - II,",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36242551255,DR. M.C. SAXENA COLLEGE OF ENGINEERING & TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"171, BARAWANKALA, MALL ROAD, IIM-DUBAGGA BYPASS, LUCKNOW",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36242854341,SIR MADANLAL INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"ALAMPUR HAUZ, AGRA ROAD, ETAWAH - 206001(U.P.)",,ETAWAH,ETAWAH,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243153198,INSTITUTE OF MANAGEMENT TECHNOLOGY CENTRE FOR DISTANCE LEARNING,MANAGEMENT,NOT APPLICABLE,POST GRADUATE CERTIFICATE,POST GRADUATE CERTIFICATE IN MANAGEMENT,500,"A-16, SITE-3, UPSIDC INDUSTRIAL AREA, MEERUT ROAD, GHAZIABAD, UTTAR PRADESH, INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243153198,INSTITUTE OF MANAGEMENT TECHNOLOGY CENTRE FOR DISTANCE LEARNING,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT,6500,"A-16, SITE-3, UPSIDC INDUSTRIAL AREA, MEERUT ROAD, GHAZIABAD, UTTAR PRADESH, INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243153198,INSTITUTE OF MANAGEMENT TECHNOLOGY CENTRE FOR DISTANCE LEARNING,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT(EXECUTIVE),3000,"A-16, SITE-3, UPSIDC INDUSTRIAL AREA, MEERUT ROAD, GHAZIABAD, UTTAR PRADESH, INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243428027,G.L. BAJAJ INSTITUTE OF MANAGEMENT AND RESEARCH. PGDM INSTITUTE,MANAGEMENT,NONE,FELLOWSHIP,MANAGEMENT,10,"PLOT NO.2, KNOWLEDGE PARK-III,",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243428027,G.L. BAJAJ INSTITUTE OF MANAGEMENT AND RESEARCH. PGDM INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,240,"PLOT NO.2, KNOWLEDGE PARK-III,",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243428027,G.L. BAJAJ INSTITUTE OF MANAGEMENT AND RESEARCH. PGDM INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (GENERAL),120,"PLOT NO.2, KNOWLEDGE PARK-III,",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36243837918,INSTITUTE OF MANAGEMENT AND RESEARCH,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,8TH MILE STONE DELHI MEERUT ROAD,,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36244197728,TRIVEDI INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT,120,"TRIVEDIPURAM MURADIPUR CHAURAHA NH-2, FATEHPUR",,FATEHPUR,FATEHPUR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36244528891,I.T.S SCHOOL OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"MOHAN NAGAR, G. T. ROAD, GHAZIABAD",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36248443626,ALLENHOUSE INSTITUTE OF MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA(GENERAL MANAGEMENT),120,"176, KULGAON ROAD, ROOMA, KANPUR",,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36248714631,AASHLAR BUSINESS SCHOOL,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MASTERS IN BUSINESS ADMINISTRATION,180,"AGRA-DELHI HIGHWAY (NH-2), VILL - MAHUAN, NEAR TOLL PLAZA, PO FARAH",,FARAH,MATHURA,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36248936316,LAL BAHADUR SHASTRI INSTITUTE OF MANAGEMENT AND TECHNOLOGY BAREILLY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,90,"LAL BAHADUR SHASTRI INSITUTE OF MGMT & TECHNOLOGY VILLAGE RAJPURI NAVADA 13 KM BAREILLY BISALPUR ROAD TEHSIL BAREILLY , BAREILLY .U.P. 243001",,BAREILLY,BAREILLY,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36249496248,NIMT GREATER NOIDA,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT,60,"KP-1, PLOT NO - 41, KASANA ROAD, PARI CHOWK, DISTT. GB NAGAR, NOIDA, UP",,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36250155303,MODERN COLLEGE JHANSI,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"KOCHABHAWAR, KANPUR ROAD",,JHANSI,JHANSI,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36250155303,MODERN COLLEGE JHANSI,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA (HEALTH CARE AND HOSPITAL MANAGEMENT),60,"KOCHABHAWAR, KANPUR ROAD",,JHANSI,JHANSI,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36251093855,INSTITUTE OF TOURISM AND HOTEL MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MASTERS IN BUSINESS ADMINISTRATION (TOURISM MANAGEMENT),60,"BUNDELKHAND UNIVERSITY KANPUR ROAD, JHANSI",,JHANSI,JHANSI,UTTAR PRADESH,STATE GOVERNMENT UNIVERSITY,,
1-36251570334,GNIOT INSTITUTE OF MANAGEMENT STUDIES,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,240,"PLOT NO. 7, KNOWLEDGE PARK - II",,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36252873076,RUDRA GROUP OF INSTITUTIONS,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,"NH-119, MAWANA KHURD, MEERUT",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36253569936,INSTITUTE OF TECHNOLOGY & MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"12TH KM STONE , MEERUT-BAGHPAT ROAD ,PANCHLI KHURD",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36253965994,AXIS INSTITUTE OF PLANNING AND MANAGEMENT,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,120,VILL- HATHIPUR TEHSIL- KANPUR SADAR,,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36254491430,IIMT ENGINEERING COLLEGE,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,90,"""O"", POCKET, GANGA NAGAR, MAWANA ROAD, MEERUT",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36254668101,DR. VIRENDRA SWARUP INSTITUTE OF COMPUTER STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"810, W-1, BLOCK, JUHI, SAKET NAGAR KANPUR - 208014",,KANPUR,KANPUR NAGAR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36254668653,INSTITUTE OF PRODUCTIVITY & MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"RESOURCE HOUSE,POCKET G PALLAVPURAM-I",,MEERUT,MEERUT,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36254734100,ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"ISABELLA THOBURN COLLEGE SOCIETY, 7, FAIZABAD ROAD, LUCKNOW",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763007,KANPUR INSTITUTE OF MANAGEMENT STUDIES,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"GREAT GANGES EDUCATION COMPLEX 22KM MILESTONE KANPUR-LUCKNOW HIGHWAY, P.O.-SINGRAUSI",,SINGRAUSI,UNNAO,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763572,"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",MANAGEMENT,NONE,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,10,"RAJ NAGAR, GHAZIABAD UTTAR PRADESH - 201001 INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763572,"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,360,"RAJ NAGAR, GHAZIABAD UTTAR PRADESH - 201001 INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763572,"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(BANKING AND FINANCIAL SERVICES),90,"RAJ NAGAR, GHAZIABAD UTTAR PRADESH - 201001 INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763572,"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(DUAL COUNTRY PROGRAM),180,"RAJ NAGAR, GHAZIABAD UTTAR PRADESH - 201001 INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763572,"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(FINANCIAL MANAGEMENT),60,"RAJ NAGAR, GHAZIABAD UTTAR PRADESH - 201001 INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256763572,"INSITITUTE OF MANAGEMENT TECHNOLOGY, GHAZIABAD",MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),180,"RAJ NAGAR, GHAZIABAD UTTAR PRADESH - 201001 INDIA",,GHAZIABAD,GHAZIABAD,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36256960712,SUN INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"NAGLA HAJI, BAREILLY ROAD, 7 TH KM MILESTONE, SHAHAJAHNAPUR",,SHAHJAHANPUR,SHAHJAHANPUR,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
1-36257068552,R. R. INSTITUTE OF MODERN TECHNOLOGY,MANAGEMENT,"DR. A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY, UTTAR PRADESH, LUCKNOW",POST GRADUATE,MBA,60,"VILL.- BHAISAMAU, NH-24, BAKSHI KA TALAB, SITAPUR ROAD, LUCKNOW-227202",,LUCKNOW,LUCKNOW,UTTAR PRADESH,PRIVATE-SELF FINANCING,,
